"id";"average_length_inches";"average_weight_inches";"habitat";"ph_of_water";"color";"Gender";"life_span";"fish_size"
646;2.47;16.23;"ponds";7.2;"Red_and_White_Bi_Color";"TRUE";7.5;"really small"
647;12.49;4.21;"rivers";6.9;"White";"TRUE";22.1;"big"
648;5.81;10.9;"idlewater";7.5;"White";"FALSE";6.1;"small"
649;18.85;18.82;"ponds";7.8;"Orange";"FALSE";2.8;"really big"
650;15.19;15.32;"ponds";6.3;"Green_and_Chocolate";"TRUE";7.6;"really big"
651;18.86;18.39;"rivers";7.3;"Reddish_Orange";"FALSE";15.8;"really big"
652;15.87;5.26;"lakes";7.6;"Red_and_Silver";"FALSE";6.8;"really big"
653;16.48;6.84;"slowmovingwaters";7.4;"Green_and_Chocolate";"FALSE";11.7;"really big"
654;18.47;15.1;"slowmovingwaters";6.2;"Green_and_Chocolate";"FALSE";21.0;"really big"
655;7.67;14.28;"idlewater";7.6;"Reddish_Orange";"FALSE";27.2;"small"
656;2.43;12.37;"slowmovingwaters";7.2;"Reddish_Orange";"TRUE";2.0;"really small"
657;1.0;12.52;"lakes";7.4;"Red_and_White_Bi_Color";"FALSE";2.3;"really small"
658;13.3;8.09;"ponds";6.6;"Calico";"TRUE";12.8;"big"
659;16.83;5.08;"ponds";7.8;"Reddish_Orange";"TRUE";14.2;"really big"
660;8.27;17.35;"rivers";6.8;"Reddish_Orange";"FALSE";8.7;"small"
661;13.58;13.68;"lakes";6.8;"White";"TRUE";23.4;"big"
662;8.05;16.73;"slowmovingwaters";6.7;"Red_and_White_Bi_Color";"TRUE";18.0;"small"
663;11.43;6.47;"lakes";6.9;"Orange";"TRUE";7.6;"big"
664;16.34;14.79;"lakes";7.5;"Reddish_Orange";"TRUE";21.1;"really big"
665;13.06;11.67;"rivers";7.1;"White";"FALSE";11.5;"big"
666;1.5;16.32;"idlewater";7.9;"Yellow";"TRUE";27.4;"really small"
667;5.45;11.42;"idlewater";6.4;"Orange";"TRUE";8.7;"small"
668;14.37;15.76;"rivers";7.2;"Black_and_Orange";"FALSE";6.1;"big"
669;5.5;17.5;"slowmovingwaters";7.0;"White";"FALSE";2.0;"small"
670;7.34;12.34;"slowmovingwaters";7.6;"Calico";"FALSE";21.3;"small"
671;7.03;2.0;"rivers";6.3;"Yellow";"TRUE";12.0;"small"
672;9.64;11.96;"idlewater";6.4;"Green_and_Chocolate";"TRUE";9.3;"small"
673;4.63;17.7;"idlewater";6.5;"White";"TRUE";9.5;"really small"
674;8.27;2.85;"lakes";7.1;"Red_and_White_Bi_Color";"TRUE";20.8;"small"
675;2.14;11.71;"ponds";7.2;"White";"FALSE";2.9;"really small"
676;10.77;14.96;"slowmovingwaters";7.3;"Yellow";"FALSE";27.8;"big"
677;16.92;13.45;"rivers";7.7;"Black_and_Orange";"FALSE";23.5;"really big"
678;8.05;2.52;"lakes";7.8;"Green_and_Chocolate";"FALSE";14.0;"small"
679;13.63;2.04;"slowmovingwaters";7.4;"Black_and_Orange";"FALSE";14.0;"big"
680;17.35;6.45;"ponds";7.3;"Calico";"FALSE";4.0;"really big"
681;4.25;13.85;"lakes";7.8;"Reddish_Orange";"FALSE";7.0;"really small"
682;16.91;6.55;"rivers";6.4;"Calico";"FALSE";9.6;"really big"
683;16.75;18.8;"lakes";7.1;"White";"TRUE";9.2;"really big"
684;6.9;16.6;"rivers";7.4;"Red_and_White_Bi_Color";"TRUE";21.5;"small"
685;9.21;10.59;"lakes";7.9;"Yellow";"FALSE";25.9;"small"
686;13.71;9.65;"rivers";7.3;"Red_and_White_Bi_Color";"TRUE";1.8;"big"
687;1.45;15.96;"slowmovingwaters";6.8;"Green_and_Chocolate";"FALSE";16.0;"really small"
688;17.79;15.77;"lakes";6.9;"Green_and_Chocolate";"FALSE";21.1;"really big"
689;6.42;10.51;"ponds";7.1;"Red_and_Silver";"FALSE";8.4;"small"
690;4.2;15.41;"slowmovingwaters";7.9;"Reddish_Orange";"TRUE";9.3;"really small"
691;7.59;10.19;"idlewater";8.0;"Red_and_White_Bi_Color";"FALSE";7.9;"small"
692;15.7;14.68;"idlewater";6.3;"Red_and_White_Bi_Color";"FALSE";16.5;"really big"
693;12.63;15.68;"lakes";6.1;"Black_and_Orange";"FALSE";19.5;"big"
694;7.08;13.78;"idlewater";7.3;"Reddish_Orange";"TRUE";25.6;"small"
695;10.95;17.51;"lakes";6.5;"Green_and_Chocolate";"TRUE";1.6;"big"
696;6.99;10.46;"slowmovingwaters";7.3;"Red_and_White_Bi_Color";"TRUE";27.0;"small"
697;4.0;2.27;"slowmovingwaters";6.6;"Yellow";"TRUE";1.5;"really small"
698;15.74;11.48;"ponds";6.6;"Red_and_Silver";"FALSE";16.3;"really big"
699;9.7;3.65;"idlewater";6.9;"White";"TRUE";5.3;"small"
700;15.56;18.23;"rivers";7.7;"Red_and_Silver";"FALSE";16.2;"really big"
701;10.86;3.31;"lakes";7.5;"Reddish_Orange";"FALSE";22.9;"big"
702;19.05;15.83;"slowmovingwaters";6.2;"Red_and_White_Bi_Color";"TRUE";27.8;"really big"
703;3.17;9.56;"ponds";6.4;"Red_and_Silver";"FALSE";5.0;"really small"
704;3.11;17.9;"idlewater";7.4;"Calico";"FALSE";17.8;"really small"
705;1.17;18.41;"lakes";6.2;"Black_and_Orange";"TRUE";15.2;"really small"
706;13.93;2.89;"ponds";7.2;"White";"TRUE";27.6;"big"
707;4.6;6.53;"lakes";7.0;"Orange";"TRUE";10.6;"really small"
708;5.57;11.24;"ponds";8.0;"Yellow";"TRUE";19.0;"small"
709;5.41;18.31;"ponds";6.4;"Green_and_Chocolate";"FALSE";10.6;"small"
710;14.63;12.97;"lakes";7.9;"Red_and_Silver";"FALSE";18.4;"big"
711;15.18;16.73;"idlewater";6.9;"Reddish_Orange";"TRUE";4.3;"really big"
712;18.62;4.82;"ponds";6.9;"White";"TRUE";12.1;"really big"
713;17.19;4.43;"idlewater";7.8;"Red_and_White_Bi_Color";"FALSE";2.6;"really big"
714;16.94;15.84;"rivers";6.5;"Orange";"FALSE";7.0;"really big"
715;11.0;11.55;"ponds";7.4;"Red_and_Silver";"FALSE";10.1;"big"
716;19.28;10.79;"ponds";7.9;"Orange";"TRUE";2.9;"really big"
717;2.89;12.47;"idlewater";6.9;"Green_and_Chocolate";"FALSE";27.5;"really small"
718;10.88;17.87;"slowmovingwaters";6.9;"Calico";"TRUE";20.2;"big"
719;16.39;15.33;"idlewater";7.4;"Green_and_Chocolate";"FALSE";22.6;"really big"
720;8.55;14.79;"rivers";7.5;"Black_and_Orange";"FALSE";24.4;"small"
721;8.91;2.35;"slowmovingwaters";6.1;"Orange";"FALSE";22.4;"small"
722;18.67;11.3;"lakes";7.8;"Red_and_Silver";"FALSE";21.2;"really big"
723;2.82;16.44;"lakes";6.4;"Reddish_Orange";"TRUE";26.7;"really small"
724;7.75;5.06;"idlewater";6.2;"Reddish_Orange";"FALSE";27.6;"small"
725;6.72;9.83;"rivers";7.3;"Red_and_White_Bi_Color";"TRUE";27.3;"small"
726;8.01;7.53;"idlewater";6.7;"Yellow";"TRUE";13.2;"small"
727;14.42;17.07;"rivers";7.3;"Calico";"FALSE";12.1;"big"
728;16.21;4.42;"ponds";6.2;"Black_and_Orange";"FALSE";19.1;"really big"
729;4.75;13.48;"ponds";6.1;"Red_and_White_Bi_Color";"FALSE";24.7;"really small"
730;17.57;15.35;"idlewater";6.1;"Yellow";"FALSE";5.5;"really big"
731;13.89;3.26;"rivers";7.8;"Red_and_Silver";"FALSE";3.9;"big"
732;12.56;9.57;"slowmovingwaters";7.6;"Green_and_Chocolate";"TRUE";24.0;"big"
733;13.92;10.2;"ponds";7.7;"Red_and_Silver";"FALSE";23.1;"big"
734;8.71;2.8;"lakes";7.9;"Black_and_Orange";"FALSE";7.4;"small"
735;8.88;5.53;"ponds";7.6;"Orange";"FALSE";15.3;"small"
736;18.77;6.36;"lakes";7.6;"Reddish_Orange";"FALSE";17.7;"really big"
737;5.74;18.7;"ponds";6.8;"Green_and_Chocolate";"TRUE";11.2;"small"
738;3.3;11.45;"rivers";7.5;"Red_and_White_Bi_Color";"TRUE";27.8;"really small"
739;11.69;3.76;"rivers";7.6;"Reddish_Orange";"TRUE";9.3;"big"
740;13.99;8.01;"idlewater";6.2;"Orange";"FALSE";12.9;"big"
741;12.04;18.47;"ponds";7.2;"White";"TRUE";3.4;"big"
742;17.97;12.4;"idlewater";6.5;"Reddish_Orange";"TRUE";8.3;"really big"
743;8.95;5.52;"rivers";6.6;"Red_and_White_Bi_Color";"FALSE";12.8;"small"
744;17.84;17.06;"lakes";7.6;"White";"FALSE";27.6;"really big"
745;6.53;13.21;"idlewater";6.3;"Green_and_Chocolate";"TRUE";18.0;"small"
746;5.62;16.42;"ponds";6.5;"Red_and_Silver";"FALSE";2.4;"small"
747;18.23;14.25;"slowmovingwaters";7.7;"Green_and_Chocolate";"TRUE";1.4;"really big"
748;16.52;2.13;"slowmovingwaters";7.8;"Reddish_Orange";"FALSE";24.0;"really big"
749;16.29;4.7;"idlewater";6.3;"Reddish_Orange";"TRUE";20.1;"really big"
750;2.48;5.23;"lakes";6.6;"Black_and_Orange";"FALSE";14.5;"really small"
751;10.4;12.21;"slowmovingwaters";6.2;"Reddish_Orange";"TRUE";6.9;"big"
752;10.92;18.09;"ponds";7.8;"Black_and_Orange";"TRUE";7.5;"big"
753;4.21;13.75;"idlewater";7.9;"Orange";"FALSE";25.3;"really small"
754;7.37;14.38;"rivers";7.3;"Green_and_Chocolate";"TRUE";16.0;"small"
755;10.25;9.19;"lakes";7.8;"Green_and_Chocolate";"FALSE";12.5;"big"
756;14.78;3.17;"ponds";7.1;"Orange";"FALSE";2.3;"big"
757;9.27;6.41;"idlewater";7.5;"Orange";"FALSE";8.6;"small"
758;17.94;4.64;"slowmovingwaters";7.5;"Reddish_Orange";"TRUE";14.0;"really big"
759;8.67;10.86;"idlewater";6.7;"Green_and_Chocolate";"TRUE";25.8;"small"
760;8.05;11.82;"slowmovingwaters";6.3;"Yellow";"TRUE";12.4;"small"
761;14.32;2.61;"lakes";6.0;"Green_and_Chocolate";"TRUE";13.9;"big"
762;13.46;3.1;"ponds";7.8;"Red_and_Silver";"TRUE";12.2;"big"
763;7.56;5.19;"ponds";7.1;"Reddish_Orange";"FALSE";19.6;"small"
764;9.36;14.73;"lakes";6.7;"Red_and_Silver";"TRUE";9.6;"small"
765;4.65;3.56;"slowmovingwaters";7.8;"Orange";"FALSE";7.2;"really small"
766;5.48;6.77;"idlewater";7.6;"Reddish_Orange";"FALSE";12.7;"small"
767;16.36;12.08;"rivers";6.8;"Green_and_Chocolate";"TRUE";12.3;"really big"
768;14.83;7.42;"ponds";7.5;"Red_and_White_Bi_Color";"FALSE";19.6;"big"
769;14.95;10.89;"ponds";6.3;"Orange";"FALSE";2.3;"big"
770;17.41;6.05;"rivers";7.0;"Yellow";"TRUE";5.0;"really big"
771;6.84;8.21;"slowmovingwaters";6.5;"Black_and_Orange";"FALSE";27.8;"small"
772;17.71;2.25;"ponds";7.4;"Calico";"FALSE";9.1;"really big"
773;19.52;6.27;"slowmovingwaters";7.0;"Red_and_White_Bi_Color";"TRUE";17.2;"really big"
774;14.69;16.4;"lakes";7.1;"Red_and_Silver";"FALSE";12.9;"big"
775;16.42;10.55;"lakes";7.6;"White";"TRUE";4.2;"really big"
776;4.82;2.96;"idlewater";6.3;"Calico";"TRUE";15.7;"really small"
777;12.86;14.33;"idlewater";6.0;"Red_and_White_Bi_Color";"FALSE";22.9;"big"
778;1.06;11.01;"slowmovingwaters";7.6;"Red_and_Silver";"FALSE";1.2;"really small"
779;18.24;14.32;"lakes";6.1;"Reddish_Orange";"FALSE";14.2;"really big"
780;2.22;18.43;"idlewater";7.3;"Green_and_Chocolate";"FALSE";1.3;"really small"
781;18.26;12.43;"rivers";6.3;"Orange";"FALSE";16.8;"really big"
782;3.31;9.05;"lakes";7.6;"Reddish_Orange";"TRUE";20.7;"really small"
783;13.01;9.09;"slowmovingwaters";7.0;"Yellow";"FALSE";6.6;"big"
784;5.19;8.64;"ponds";7.9;"Black_and_Orange";"FALSE";26.3;"small"
785;15.05;2.67;"ponds";6.7;"White";"TRUE";16.0;"really big"
786;4.23;16.7;"rivers";7.6;"Red_and_White_Bi_Color";"FALSE";2.1;"really small"
787;5.03;2.93;"ponds";6.3;"Black_and_Orange";"TRUE";2.7;"small"
788;8.91;17.85;"ponds";6.5;"Yellow";"FALSE";21.6;"small"
789;17.65;15.7;"ponds";6.2;"Green_and_Chocolate";"FALSE";20.1;"really big"
790;18.75;5.06;"slowmovingwaters";6.3;"Red_and_White_Bi_Color";"TRUE";19.2;"really big"
791;7.94;9.06;"slowmovingwaters";6.2;"Calico";"TRUE";6.2;"small"
792;8.48;10.22;"lakes";6.2;"White";"FALSE";1.1;"small"
793;13.72;5.93;"idlewater";6.8;"Reddish_Orange";"FALSE";19.9;"big"
794;7.36;18.08;"slowmovingwaters";6.9;"White";"TRUE";4.6;"small"
795;1.06;5.62;"slowmovingwaters";6.4;"Orange";"FALSE";15.0;"really small"
796;7.94;15.7;"lakes";6.4;"Calico";"FALSE";11.7;"small"
797;4.66;2.75;"slowmovingwaters";7.2;"Reddish_Orange";"FALSE";12.1;"really small"
798;10.06;12.15;"slowmovingwaters";6.6;"Red_and_White_Bi_Color";"TRUE";13.4;"big"
799;11.81;10.34;"ponds";7.6;"Orange";"FALSE";13.1;"big"
800;1.26;2.23;"slowmovingwaters";7.0;"Orange";"FALSE";23.8;"really small"
801;14.22;4.52;"idlewater";6.7;"White";"TRUE";25.0;"big"
802;15.33;8.81;"ponds";6.0;"Reddish_Orange";"TRUE";24.4;"really big"
803;12.48;11.14;"ponds";7.9;"Calico";"TRUE";23.9;"big"
804;17.53;2.18;"rivers";6.8;"Red_and_White_Bi_Color";"TRUE";15.1;"really big"
805;2.26;10.68;"slowmovingwaters";7.2;"Calico";"FALSE";23.0;"really small"
806;4.55;8.74;"rivers";6.9;"Yellow";"TRUE";18.4;"really small"
807;15.99;5.09;"lakes";6.0;"Green_and_Chocolate";"TRUE";17.0;"really big"
808;13.55;18.94;"ponds";7.2;"Reddish_Orange";"FALSE";13.5;"big"
809;11.5;12.96;"lakes";7.8;"Black_and_Orange";"TRUE";19.8;"big"
810;18.16;12.83;"rivers";7.4;"Reddish_Orange";"TRUE";6.2;"really big"
811;19.89;15.76;"ponds";7.2;"Red_and_Silver";"TRUE";15.7;"really big"
812;2.55;10.54;"slowmovingwaters";7.6;"Green_and_Chocolate";"TRUE";14.8;"really small"
813;1.27;12.85;"lakes";6.2;"White";"TRUE";7.7;"really small"
814;13.7;9.54;"ponds";7.2;"Red_and_White_Bi_Color";"TRUE";16.3;"big"
815;4.6;4.06;"lakes";7.2;"Black_and_Orange";"FALSE";16.6;"really small"
816;8.89;12.07;"rivers";6.2;"Red_and_Silver";"TRUE";14.0;"small"
817;3.72;12.63;"ponds";6.5;"Black_and_Orange";"FALSE";12.0;"really small"
818;16.16;6.14;"ponds";6.4;"Red_and_White_Bi_Color";"TRUE";18.4;"really big"
819;5.87;12.95;"idlewater";6.1;"Calico";"FALSE";13.2;"small"
820;11.33;11.02;"lakes";8.0;"Calico";"TRUE";6.7;"big"
821;13.62;8.45;"idlewater";6.7;"Reddish_Orange";"TRUE";12.8;"big"
822;13.16;12.04;"lakes";7.5;"Yellow";"FALSE";10.9;"big"
823;18.15;15.62;"idlewater";6.6;"Yellow";"TRUE";8.4;"really big"
824;4.9;7.78;"rivers";7.7;"Orange";"TRUE";8.2;"really small"
825;9.12;5.63;"rivers";7.8;"Calico";"TRUE";15.4;"small"
826;5.32;10.96;"idlewater";6.2;"Red_and_Silver";"TRUE";21.0;"small"
827;13.17;5.57;"ponds";6.6;"Yellow";"FALSE";3.8;"big"
828;6.13;4.56;"ponds";6.5;"Black_and_Orange";"FALSE";16.9;"small"
829;6.63;18.08;"rivers";6.2;"Orange";"FALSE";23.1;"small"
830;8.27;16.55;"slowmovingwaters";7.6;"Yellow";"TRUE";19.0;"small"
831;6.99;12.84;"ponds";6.8;"Orange";"TRUE";19.3;"small"
832;16.43;8.75;"lakes";7.4;"Orange";"TRUE";15.0;"really big"
833;12.12;12.11;"idlewater";6.8;"Calico";"TRUE";18.8;"big"
834;15.56;17.55;"idlewater";6.1;"Reddish_Orange";"FALSE";20.3;"really big"
835;15.06;4.34;"idlewater";7.9;"Yellow";"TRUE";25.8;"really big"
836;2.85;17.11;"ponds";7.0;"Green_and_Chocolate";"TRUE";6.5;"really small"
837;19.75;5.82;"lakes";7.7;"White";"FALSE";25.9;"really big"
838;2.64;6.37;"ponds";7.5;"Orange";"FALSE";21.3;"really small"
839;6.38;3.91;"rivers";6.6;"Yellow";"TRUE";8.3;"small"
840;10.5;17.53;"lakes";6.5;"Red_and_White_Bi_Color";"FALSE";4.9;"big"
841;13.53;10.03;"rivers";7.8;"Red_and_Silver";"FALSE";27.0;"big"
842;15.48;5.77;"ponds";6.8;"Reddish_Orange";"TRUE";27.3;"really big"
843;9.35;5.16;"slowmovingwaters";8.0;"Calico";"TRUE";4.6;"small"
844;19.59;9.6;"idlewater";7.7;"Calico";"TRUE";23.9;"really big"
845;2.57;15.69;"ponds";7.8;"Orange";"FALSE";9.0;"really small"
846;17.49;7.41;"lakes";7.6;"Black_and_Orange";"TRUE";27.0;"really big"
847;1.82;12.58;"lakes";7.2;"Red_and_Silver";"FALSE";9.2;"really small"
848;14.94;16.57;"idlewater";6.4;"Red_and_White_Bi_Color";"TRUE";19.3;"big"
849;18.75;11.65;"rivers";7.7;"Black_and_Orange";"FALSE";7.6;"really big"
850;5.39;14.44;"idlewater";7.9;"Red_and_Silver";"FALSE";14.3;"small"
851;8.46;9.71;"idlewater";6.4;"White";"TRUE";16.0;"small"
852;2.15;4.89;"slowmovingwaters";7.9;"Yellow";"FALSE";12.3;"really small"
853;15.07;2.11;"lakes";7.5;"Black_and_Orange";"FALSE";23.5;"really big"
854;2.8;6.47;"idlewater";7.7;"Red_and_Silver";"TRUE";14.9;"really small"
855;8.01;15.01;"ponds";6.9;"Red_and_Silver";"FALSE";7.0;"small"
856;11.21;11.3;"rivers";7.6;"Black_and_Orange";"FALSE";18.3;"big"
857;11.96;13.4;"ponds";7.2;"Green_and_Chocolate";"FALSE";14.6;"big"
858;3.14;3.02;"idlewater";7.6;"Yellow";"FALSE";13.1;"really small"
859;10.15;4.2;"idlewater";7.9;"White";"TRUE";13.9;"big"
860;8.42;7.56;"ponds";6.9;"Reddish_Orange";"TRUE";11.2;"small"
861;14.01;17.51;"ponds";7.8;"Yellow";"TRUE";18.9;"big"
862;6.91;17.27;"slowmovingwaters";7.0;"Green_and_Chocolate";"TRUE";6.2;"small"
863;7.52;5.42;"ponds";6.9;"Red_and_Silver";"FALSE";21.9;"small"
864;8.11;9.15;"idlewater";7.3;"Green_and_Chocolate";"FALSE";24.4;"small"
865;15.08;2.74;"slowmovingwaters";6.8;"White";"FALSE";18.9;"really big"
866;12.42;12.65;"slowmovingwaters";7.7;"Yellow";"TRUE";23.0;"big"
867;8.05;7.97;"slowmovingwaters";7.8;"Red_and_White_Bi_Color";"FALSE";11.0;"small"
868;8.33;16.55;"idlewater";7.3;"Yellow";"TRUE";4.9;"small"
869;3.18;13.79;"rivers";7.7;"Red_and_White_Bi_Color";"FALSE";5.5;"really small"
870;4.72;2.91;"lakes";6.3;"Yellow";"TRUE";1.7;"really small"
871;5.93;3.24;"idlewater";7.5;"Calico";"FALSE";20.9;"small"
872;13.62;7.41;"idlewater";6.8;"Orange";"TRUE";5.4;"big"
873;17.46;9.34;"rivers";7.3;"White";"FALSE";4.5;"really big"
874;13.04;15.0;"idlewater";6.8;"Reddish_Orange";"TRUE";23.1;"big"
875;13.19;9.36;"slowmovingwaters";6.9;"Red_and_Silver";"TRUE";15.1;"big"
876;18.3;17.12;"rivers";6.6;"Black_and_Orange";"FALSE";11.8;"really big"
877;2.99;14.86;"lakes";7.4;"White";"FALSE";26.3;"really small"
878;3.67;6.72;"slowmovingwaters";6.6;"Reddish_Orange";"TRUE";16.0;"really small"
879;12.8;12.96;"lakes";7.1;"Black_and_Orange";"TRUE";2.0;"big"
880;1.37;7.17;"idlewater";6.5;"Green_and_Chocolate";"TRUE";5.9;"really small"
881;8.98;18.76;"idlewater";6.0;"Reddish_Orange";"FALSE";15.2;"small"
882;14.72;16.84;"slowmovingwaters";6.5;"Yellow";"TRUE";17.3;"big"
883;6.48;11.16;"rivers";7.0;"Yellow";"TRUE";10.2;"small"
884;8.3;13.66;"idlewater";7.3;"Black_and_Orange";"TRUE";21.1;"small"
885;11.89;8.74;"slowmovingwaters";7.0;"Red_and_White_Bi_Color";"FALSE";8.0;"big"
886;10.39;18.55;"idlewater";6.5;"Red_and_White_Bi_Color";"TRUE";4.4;"big"
887;8.05;3.53;"idlewater";8.0;"Reddish_Orange";"FALSE";16.0;"small"
888;10.01;16.79;"lakes";6.2;"Red_and_Silver";"TRUE";16.9;"big"
889;7.66;16.85;"slowmovingwaters";7.8;"Green_and_Chocolate";"FALSE";3.4;"small"
890;13.37;10.66;"slowmovingwaters";7.2;"Yellow";"FALSE";25.1;"big"
891;4.62;7.11;"lakes";7.7;"White";"TRUE";3.2;"really small"
892;8.38;13.75;"ponds";7.2;"Green_and_Chocolate";"TRUE";14.2;"small"
893;15.35;8.41;"ponds";6.4;"Calico";"TRUE";20.0;"really big"
894;9.01;12.42;"slowmovingwaters";6.1;"Black_and_Orange";"FALSE";2.9;"small"
895;13.21;9.42;"rivers";6.7;"Red_and_Silver";"FALSE";1.9;"big"
896;5.19;3.21;"rivers";6.5;"Red_and_Silver";"FALSE";16.0;"small"
897;8.82;12.45;"lakes";6.2;"Orange";"TRUE";24.4;"small"
898;11.76;12.44;"idlewater";6.6;"Orange";"FALSE";12.3;"big"
899;8.12;16.89;"lakes";6.4;"Red_and_Silver";"TRUE";27.4;"small"
900;6.66;10.92;"slowmovingwaters";6.4;"Reddish_Orange";"TRUE";3.9;"small"
901;2.72;5.32;"slowmovingwaters";7.7;"Green_and_Chocolate";"FALSE";22.5;"really small"
902;16.83;14.22;"lakes";7.0;"Green_and_Chocolate";"TRUE";23.9;"really big"
903;5.86;17.55;"lakes";6.8;"Black_and_Orange";"FALSE";15.3;"small"
904;12.35;18.93;"lakes";7.4;"Reddish_Orange";"TRUE";15.4;"big"
905;1.85;14.8;"idlewater";7.7;"Red_and_White_Bi_Color";"FALSE";2.6;"really small"
906;16.08;17.91;"slowmovingwaters";6.5;"Black_and_Orange";"TRUE";7.9;"really big"
907;8.93;16.22;"ponds";6.4;"Orange";"TRUE";12.8;"small"
908;4.24;7.11;"slowmovingwaters";6.4;"Yellow";"FALSE";20.9;"really small"
909;12.31;10.0;"lakes";7.3;"Red_and_Silver";"FALSE";11.6;"big"
910;10.21;18.83;"rivers";6.8;"Red_and_White_Bi_Color";"FALSE";3.6;"big"
911;4.5;18.58;"rivers";7.4;"Green_and_Chocolate";"TRUE";14.4;"really small"
912;9.28;4.39;"ponds";7.0;"Red_and_Silver";"TRUE";4.7;"small"
913;6.23;13.29;"idlewater";7.3;"Yellow";"TRUE";1.1;"small"
914;15.41;11.43;"lakes";6.9;"White";"TRUE";25.7;"really big"
915;3.84;3.19;"lakes";7.6;"Yellow";"TRUE";21.4;"really small"
916;16.31;6.38;"lakes";6.1;"Red_and_Silver";"TRUE";25.9;"really big"
917;11.2;17.93;"lakes";7.7;"Reddish_Orange";"FALSE";24.9;"big"
918;1.03;2.57;"slowmovingwaters";7.0;"Green_and_Chocolate";"FALSE";20.1;"really small"
919;4.5;5.67;"rivers";8.0;"Green_and_Chocolate";"TRUE";5.6;"really small"
920;4.9;2.74;"lakes";7.8;"Reddish_Orange";"FALSE";22.0;"really small"
921;13.55;4.39;"ponds";6.1;"Yellow";"FALSE";7.0;"big"
922;14.44;14.8;"ponds";7.4;"Yellow";"TRUE";23.0;"big"
923;7.49;14.42;"idlewater";6.6;"Green_and_Chocolate";"FALSE";20.2;"small"
924;5.05;13.59;"ponds";6.1;"Red_and_Silver";"TRUE";18.3;"small"
925;4.94;13.11;"lakes";7.0;"Yellow";"TRUE";18.8;"really small"
926;2.01;13.3;"slowmovingwaters";6.4;"White";"TRUE";19.3;"really small"
927;18.71;11.92;"lakes";6.1;"Calico";"FALSE";11.3;"really big"
928;7.12;4.38;"idlewater";7.4;"Green_and_Chocolate";"TRUE";7.6;"small"
929;4.04;17.16;"lakes";7.7;"Red_and_Silver";"FALSE";10.9;"really small"
930;16.55;11.82;"lakes";7.0;"Green_and_Chocolate";"FALSE";11.5;"really big"
931;4.07;6.85;"slowmovingwaters";6.8;"Green_and_Chocolate";"FALSE";24.2;"really small"
932;5.25;14.73;"slowmovingwaters";6.4;"Calico";"TRUE";20.3;"small"
933;15.47;18.01;"rivers";6.0;"Red_and_Silver";"TRUE";26.2;"really big"
934;14.97;9.5;"lakes";6.7;"White";"TRUE";15.3;"big"
935;7.1;5.09;"rivers";6.7;"White";"TRUE";17.7;"small"
936;12.38;18.39;"ponds";6.8;"Green_and_Chocolate";"FALSE";18.4;"big"
937;18.2;6.5;"ponds";6.8;"Reddish_Orange";"FALSE";11.5;"really big"
938;10.32;13.57;"rivers";7.0;"Yellow";"TRUE";5.4;"big"
939;2.7;4.53;"lakes";7.1;"White";"FALSE";7.1;"really small"
940;2.1;18.84;"rivers";7.7;"Red_and_Silver";"TRUE";15.9;"really small"
941;4.19;4.5;"ponds";7.9;"Red_and_Silver";"FALSE";15.9;"really small"
942;18.08;7.13;"lakes";7.8;"Green_and_Chocolate";"TRUE";5.7;"really big"
943;10.4;3.69;"ponds";7.8;"Red_and_Silver";"FALSE";10.4;"big"
944;1.66;5.47;"ponds";7.5;"Reddish_Orange";"TRUE";27.7;"really small"
945;16.04;16.42;"ponds";6.2;"Orange";"FALSE";27.1;"really big"
946;10.32;4.71;"slowmovingwaters";6.0;"Black_and_Orange";"TRUE";7.7;"big"
947;11.86;12.36;"ponds";8.0;"Red_and_Silver";"FALSE";9.0;"big"
948;6.91;3.79;"slowmovingwaters";7.2;"Green_and_Chocolate";"FALSE";18.9;"small"
949;8.18;13.89;"lakes";7.3;"White";"FALSE";11.3;"small"
950;3.38;5.52;"idlewater";6.2;"Red_and_White_Bi_Color";"FALSE";26.9;"really small"
951;3.85;12.85;"idlewater";6.1;"Red_and_Silver";"FALSE";4.7;"really small"
952;15.78;8.78;"ponds";7.2;"Red_and_Silver";"FALSE";11.0;"really big"
953;7.39;2.67;"idlewater";6.7;"Reddish_Orange";"TRUE";21.2;"small"
954;7.43;5.21;"rivers";7.7;"Yellow";"TRUE";5.8;"small"
955;15.04;2.64;"slowmovingwaters";6.1;"Reddish_Orange";"TRUE";17.1;"really big"
956;14.63;12.01;"rivers";7.5;"Red_and_Silver";"TRUE";20.5;"big"
957;9.85;7.02;"lakes";6.1;"Red_and_Silver";"FALSE";5.6;"small"
958;2.28;3.87;"idlewater";7.9;"Orange";"TRUE";2.1;"really small"
959;14.26;4.81;"rivers";7.8;"Calico";"FALSE";3.1;"big"
960;15.0;4.04;"slowmovingwaters";7.6;"Red_and_Silver";"FALSE";4.2;"really big"
961;13.76;15.42;"slowmovingwaters";7.5;"Black_and_Orange";"TRUE";13.5;"big"
962;16.72;10.1;"lakes";6.6;"Red_and_Silver";"TRUE";1.3;"really big"
963;6.6;16.79;"idlewater";7.1;"Black_and_Orange";"TRUE";3.2;"small"
964;10.66;17.57;"lakes";7.9;"Orange";"TRUE";5.9;"big"
965;5.54;10.08;"lakes";7.5;"Green_and_Chocolate";"TRUE";13.5;"small"
966;6.34;11.41;"rivers";7.1;"Green_and_Chocolate";"FALSE";21.6;"small"
